SITE,year,month,monthly_mean
"NAPL",2004,Apr,13.725
"NAPL",2004,May,13.923
"NAPL",2004,Jun,15.427
"NAPL",2004,Jul,15.798
"NAPL",2004,Aug,16.52
"NAPL",2004,Sep,18.026
"NAPL",2004,Oct,17.413
"NAPL",2004,Nov,16.26
"NAPL",2004,Dec,14.878
"NAPL",2005,Jan,14.595
"NAPL",2005,Feb,14.648
"NAPL",2005,Mar,14.201
"NAPL",2005,Apr,12.273
"NAPL",2005,May,13.407
"NAPL",2005,Jun,13.911
"NAPL",2005,Jul,15.254
"NAPL",2005,Aug,16.799
"NAPL",2005,Sep,15.724
"NAPL",2005,Oct,15.039
"NAPL",2005,Nov,15.782
"NAPL",2005,Dec,14.778
"NAPL",2006,Jan,13.31
"NAPL",2006,Feb,13.195
"NAPL",2006,Mar,11.499
"NAPL",2006,Apr,12.211
"NAPL",2006,May,13.542
"NAPL",2006,Jun,14.471
"NAPL",2006,Jul,15.793
"NAPL",2006,Aug,16.654
"NAPL",2006,Sep,16.354
"NAPL",2006,Oct,16.703
"NAPL",2006,Nov,16.593
"NAPL",2006,Dec,14.987
"NAPL",2007,Jan,13.587
"NAPL",2007,Feb,13.539
"NAPL",2007,Mar,12.621
"NAPL",2007,Apr,12.567
"NAPL",2007,May,12.274
"NAPL",2007,Jun,14.868
"NAPL",2007,Jul,16.742
"NAPL",2007,Aug,16.657
"NAPL",2007,Sep,16.127
"NAPL",2007,Oct,14.214
"NAPL",2007,Nov,14.643
"NAPL",2007,Dec,13.399
"NAPL",2008,Jan,13.238
"NAPL",2008,Feb,12.795
"NAPL",2008,Mar,12.263
"NAPL",2008,Apr,11.571
"NAPL",2008,May,12.735
"NAPL",2008,Jun,14.43
"NAPL",2008,Jul,16.207
"NAPL",2008,Aug,17.363
"NAPL",2008,Sep,16.341
"NAPL",2008,Oct,15.11
"NAPL",2008,Nov,14.683
"NAPL",2008,Dec,13.947
"NAPL",2009,Jan,13.232
"NAPL",2009,Feb,12.783
"NAPL",2009,Mar,12.761
"NAPL",2009,Apr,12.024
"NAPL",2009,May,13.14
"NAPL",2009,Jun,14.892
"NAPL",2009,Jul,14.822
"NAPL",2009,Aug,15.298
"NAPL",2009,Sep,17.674
"NAPL",2009,Oct,17.258
"NAPL",2009,Nov,15.948
"NAPL",2009,Dec,14.566
"NAPL",2010,Jan,14.782
"NAPL",2010,Feb,14.321
"NAPL",2010,Mar,12.607
"NAPL",2010,Apr,12.474
"NAPL",2010,May,11.549
"NAPL",2010,Jun,14.959
"NAPL",2010,Jul,14.71
"NAPL",2010,Aug,13.801
"NAPL",2010,Sep,14.134
"NAPL",2010,Oct,15.756
"NAPL",2010,Nov,14.317
"NAPL",2010,Dec,13.118
"NAPL",2011,Jan,13.182
"NAPL",2011,Feb,13.508
"NAPL",2011,Mar,11.76
"NAPL",2011,Apr,12.119
"NAPL",2011,May,11.993
"NAPL",2011,Jun,13.633
"NAPL",2011,Jul,15.957
"NAPL",2011,Aug,15.429
"NAPL",2011,Sep,15.38
"NAPL",2011,Oct,15.295
"NAPL",2011,Nov,14.774
"NAPL",2011,Dec,14.292
"NAPL",2012,Jan,13.944
"NAPL",2012,Feb,13.078
"NAPL",2012,Mar,11.559
"NAPL",2012,Apr,11.883
"NAPL",2012,May,13.432
"NAPL",2012,Jun,15.124
"NAPL",2012,Jul,15.004
"NAPL",2012,Aug,16.43
"NAPL",2012,Sep,16.996
"NAPL",2012,Oct,17.539
"NAPL",2012,Nov,15.414
"NAPL",2012,Dec,14.909
"NAPL",2013,Jan,12.481
"NAPL",2013,Feb,12.55
"NAPL",2013,Mar,12.881
"NAPL",2013,Apr,12.78
"NAPL",2013,May,14.873
"NAPL",2013,Jun,15.911
"NAPL",2013,Jul,15.805
"NAPL",2013,Aug,16.081
"NAPL",2013,Sep,15.862
"NAPL",2013,Oct,16.641
"NAPL",2013,Nov,16.134
"NAPL",2013,Dec,14.618
"NAPL",2014,Jan,15.2
"NAPL",2014,Feb,14.445
"NAPL",2014,Mar,14.643
"NAPL",2014,Apr,12.37
"NAPL",2014,May,13.741
"NAPL",2014,Jun,16.301
"NAPL",2014,Jul,18.532
"NAPL",2014,Aug,17.282
"NAPL",2014,Sep,18.2
"NAPL",2014,Oct,19.731
"NAPL",2014,Nov,18.357
"NAPL",2014,Dec,17.683
"NAPL",2015,Jan,16.207
"NAPL",2015,Feb,16.189
"NAPL",2015,Mar,15.866
"NAPL",2015,Apr,13.818
"NAPL",2015,May,13.889
"NAPL",2015,Jun,15.82
"NAPL",2015,Jul,17.234
"NAPL",2015,Aug,18.734
"NAPL",2015,Sep,21.109
"NAPL",2015,Oct,20.259
"NAPL",2015,Nov,17.104
"NAPL",2015,Dec,16.488
"NAPL",2016,Jan,14.83
"NAPL",2016,Feb,14.867
"NAPL",2016,Mar,14.382
"NAPL",2016,Apr,13.752
"NAPL",2016,May,14.31
"NAPL",2016,Jun,15.028
"NAPL",2016,Jul,17.237
"NAPL",2016,Aug,17.352
"NAPL",2016,Sep,17.521
"NAPL",2016,Oct,16.437
"NAPL",2016,Nov,16.353
"NAPL",2016,Dec,14.391
"NAPL",2017,Jan,13.859
"NAPL",2017,Feb,13.816
"NAPL",2017,Mar,13.34
"NAPL",2017,Apr,12.322
"NAPL",2017,May,13.111
"NAPL",2017,Jun,15.311
"NAPL",2017,Jul,16.48
"NAPL",2017,Aug,17.683
"NAPL",2017,Sep,17.231
"NAPL",2017,Oct,17.503
"NAPL",2017,Nov,16.339
"NAPL",2017,Dec,15.408
"NAPL",2018,Jan,15.195
"NAPL",2018,Feb,14.147
"NAPL",2018,Mar,13.006
"NAPL",2018,Apr,12.529
"NAPL",2018,May,13.235
"NAPL",2018,Jun,15.979
"NAPL",2018,Jul,17.675
"NAPL",2018,Aug,19.498
"NAPL",2018,Sep,18.221
"NAPL",2018,Oct,18.304
"NAPL",2018,Nov,17.919
"NAPL",2018,Dec,15.588
"NAPL",2019,Jan,15.048
"NAPL",2019,Feb,13.974
"NAPL",2019,Mar,13.193
"NAPL",2019,Apr,13.092
"NAPL",2019,May,12.98
"NAPL",2019,Jun,15.212
"NAPL",2019,Jul,16.356
"NAPL",2019,Aug,16.858
"NAPL",2019,Sep,17.925
"NAPL",2019,Oct,17.077
"NAPL",2019,Nov,16.802
"NAPL",2019,Dec,15.256
"NAPL",2020,Jan,15.171
"NAPL",2020,Feb,14.945
"NAPL",2020,Mar,14.805
"NAPL",2020,Apr,14.376
"NAPL",2020,May,13.819
"NAPL",2020,Jun,15.39
"NAPL",2020,Jul,15.09
"NAPL",2020,Aug,15.408
"NAPL",2020,Sep,16.557
"NAPL",2020,Oct,18.002
"NAPL",2020,Nov,14.377
"NAPL",2020,Dec,14.095
"NAPL",2021,Jan,13.629
"NAPL",2021,Feb,12.642
"NAPL",2021,Mar,11.837
"NAPL",2021,Apr,12.389
"NAPL",2021,May,13.709
"NAPL",2021,Jun,14.901
"NAPL",2021,Jul,16.378
SCDI,2004,Aug,19.147
SCDI,2004,Sep,19.279
SCDI,2004,Oct,16.953
SCDI,2004,Nov,15.819
SCDI,2004,Dec,14.596
SCDI,2005,Jan,14.228
SCDI,2005,Feb,14.185
SCDI,2005,Mar,14.534
SCDI,2005,Apr,12.497
SCDI,2005,May,13.199
SCDI,2005,Jun,13.938
SCDI,2005,Jul,15.903
SCDI,2005,Aug,18.451
SCDI,2005,Sep,16.533
SCDI,2005,Oct,15.039
SCDI,2005,Nov,15.198
SCDI,2005,Dec,14.371
SCDI,2006,Jan,13.058
SCDI,2006,Feb,13.106
SCDI,2006,Mar,12.045
SCDI,2006,Apr,12.975
SCDI,2006,May,13.756
SCDI,2006,Jun,14.846
SCDI,2006,Jul,17.175
SCDI,2006,Aug,18.896
SCDI,2006,Sep,16.978
SCDI,2006,Oct,16.709
SCDI,2006,Nov,16.28
SCDI,2006,Dec,14.742
SCDI,2007,Jan,13.452
SCDI,2007,Feb,13.957
SCDI,2007,Mar,13.108
SCDI,2007,Apr,12.458
SCDI,2007,May,12.456
SCDI,2007,Jun,13.995
SCDI,2007,Jul,16.614
SCDI,2007,Aug,17.434
SCDI,2007,Sep,15.826
SCDI,2007,Oct,14.776
SCDI,2007,Nov,14.149
SCDI,2007,Dec,13.24
SCDI,2008,Jan,12.55
SCDI,2008,Feb,12.628
SCDI,2008,Mar,12.249
SCDI,2008,Apr,11.564
SCDI,2008,May,12.57
SCDI,2008,Jun,14.152
SCDI,2008,Jul,16.911
SCDI,2008,Aug,18.586
SCDI,2008,Sep,18.166
SCDI,2008,Oct,16.747
SCDI,2008,Nov,16.109
SCDI,2008,Dec,14.295
SCDI,2009,Jan,12.947
SCDI,2009,Feb,13.043
SCDI,2009,Mar,12.811
SCDI,2009,Apr,12.617
SCDI,2009,May,12.901
SCDI,2009,Jun,15.839
SCDI,2009,Jul,16.163
SCDI,2009,Aug,16.333
SCDI,2009,Sep,18.853
SCDI,2009,Oct,16.867
SCDI,2009,Nov,15.915
SCDI,2009,Dec,14.165
SCDI,2010,Jan,14.262
SCDI,2010,Feb,14.057
SCDI,2010,Mar,13.317
SCDI,2010,Apr,13.224
SCDI,2010,May,12.002
SCDI,2010,Jun,13.799
SCDI,2010,Jul,15.301
SCDI,2010,Aug,14.788
SCDI,2010,Sep,14.437
SCDI,2010,Oct,16.176
SCDI,2010,Nov,15.295
SCDI,2010,Dec,12.731
SCDI,2011,Jan,12.609
SCDI,2011,Feb,13.094
SCDI,2011,Mar,11.986
SCDI,2011,Apr,12.763
SCDI,2011,May,12.413
SCDI,2011,Jun,13.289
SCDI,2011,Jul,16.622
SCDI,2011,Aug,16.146
SCDI,2011,Sep,16.069
SCDI,2011,Oct,15.614
SCDI,2011,Nov,14.558
SCDI,2011,Dec,13.797
SCDI,2012,Jan,13.452
SCDI,2012,Feb,12.728
SCDI,2012,Mar,11.969
SCDI,2012,Apr,12.202
SCDI,2012,May,13.242
SCDI,2012,Jun,15.243
SCDI,2012,Jul,15.455
SCDI,2012,Aug,17.866
SCDI,2012,Sep,18.685
SCDI,2012,Oct,18.447
SCDI,2012,Nov,16.115
SCDI,2012,Dec,14.759
SCDI,2013,Jan,12.839
SCDI,2013,Feb,12.678
SCDI,2013,Mar,12.469
SCDI,2013,Apr,12.858
SCDI,2013,May,13.878
SCDI,2013,Jun,15.74
SCDI,2013,Jul,16.874
SCDI,2013,Aug,16.759
SCDI,2013,Sep,17.434
SCDI,2013,Oct,17.207
SCDI,2013,Nov,16.391
SCDI,2013,Dec,14.426
SCDI,2014,Jan,14.614
SCDI,2014,Feb,13.838
SCDI,2014,Mar,14.409
SCDI,2014,Apr,13.208
SCDI,2014,May,13.934
SCDI,2014,Jun,15.609
SCDI,2014,Jul,19.133
SCDI,2014,Aug,18.338
SCDI,2014,Sep,19.367
SCDI,2014,Oct,19.771
SCDI,2014,Nov,18.241
SCDI,2014,Dec,16.848
SCDI,2015,Jan,15.511
SCDI,2015,Feb,15.891
SCDI,2015,Mar,15.206
SCDI,2015,Apr,13.698
SCDI,2015,May,14.339
SCDI,2015,Jun,15.604
SCDI,2015,Jul,18.156
SCDI,2015,Aug,18.767
SCDI,2015,Sep,21.584
SCDI,2015,Oct,20.851
SCDI,2015,Nov,17.671
SCDI,2015,Dec,16.45
SCDI,2016,Jan,14.758
SCDI,2016,Feb,14.82
SCDI,2016,Mar,14.801
SCDI,2016,Apr,13.806
SCDI,2016,May,14.127
SCDI,2016,Jun,14.144
SCDI,2016,Jul,17.921
SCDI,2016,Aug,19.172
SCDI,2016,Sep,18.333
SCDI,2016,Oct,16.661
SCDI,2016,Nov,16.458
SCDI,2016,Dec,14.144
SCDI,2017,Jan,13.695
SCDI,2017,Feb,13.652
SCDI,2017,Mar,13.585
SCDI,2017,Apr,12.905
SCDI,2017,May,13.434
SCDI,2017,Jun,15.053
SCDI,2017,Jul,17.645
SCDI,2017,Aug,18.584
SCDI,2017,Sep,18.69
SCDI,2017,Oct,17.961
SCDI,2017,Nov,16.341
SCDI,2017,Dec,15.283
SCDI,2018,Jan,14.978
SCDI,2018,Feb,14.343
SCDI,2018,Mar,13.121
SCDI,2018,Apr,12.651
SCDI,2018,May,13.331
SCDI,2018,Jun,15.052
SCDI,2018,Jul,18.885
SCDI,2018,Aug,20.491
SCDI,2018,Sep,18.611
SCDI,2018,Oct,18.747
SCDI,2018,Nov,17.986
SCDI,2018,Dec,15.52
SCDI,2019,Jan,14.651
SCDI,2019,Feb,14.116
SCDI,2019,Mar,13.526
SCDI,2019,Apr,13.511
SCDI,2019,May,14.016
SCDI,2019,Jun,14.908
SCDI,2019,Jul,16.778
SCDI,2019,Aug,17.246
SCDI,2019,Sep,18.693
SCDI,2019,Oct,16.737
SCDI,2019,Nov,16.676
SCDI,2019,Dec,14.751
SCDI,2020,Jan,14.156
SCDI,2020,Feb,14.58
SCDI,2020,Mar,14.477
SCDI,2020,Apr,14.061
SCDI,2020,May,13.829
SCDI,2020,Jun,15.489
SCDI,2020,Jul,17.158
SCDI,2020,Aug,17.104
SCDI,2020,Sep,18.622
SCDI,2020,Oct,18.409
SCDI,2020,Nov,15.128
SCDI,2020,Dec,13.945
SCDI,2021,Jan,13.508
SCDI,2021,Feb,12.682
SCDI,2021,Mar,12.078
SCDI,2021,Apr,12.07
SCDI,2021,May,13.809
SCDI,2021,Jun,15.405
SCDI,2021,Jul,18.097
SCTW,2004,Aug,19.586
SCTW,2004,Sep,19.955
SCTW,2004,Oct,17.332
SCTW,2004,Nov,15.939
SCTW,2004,Dec,14.631
SCTW,2005,Jan,14.347
SCTW,2005,Feb,14.235
SCTW,2005,Mar,14.712
SCTW,2005,Apr,12.882
SCTW,2005,May,13.584
SCTW,2005,Jun,14.318
SCTW,2005,Jul,16.579
SCTW,2005,Aug,19.065
SCTW,2005,Sep,16.771
SCTW,2005,Oct,15.297
SCTW,2005,Nov,15.434
SCTW,2005,Dec,14.501
SCTW,2006,Jan,13.117
SCTW,2006,Feb,13.272
SCTW,2006,Mar,12.143
SCTW,2006,Apr,13.205
SCTW,2006,May,14.4
SCTW,2006,Jun,15.69
SCTW,2006,Jul,17.926
SCTW,2006,Aug,19.333
SCTW,2006,Sep,17.331
SCTW,2006,Oct,16.892
SCTW,2006,Nov,16.507
SCTW,2006,Dec,14.78
SCTW,2007,Jan,13.444
SCTW,2007,Feb,13.997
SCTW,2007,Mar,13.385
SCTW,2007,Apr,12.686
SCTW,2007,May,12.773
SCTW,2007,Jun,14.447
SCTW,2007,Jul,17.312
SCTW,2007,Aug,18.07
SCTW,2007,Sep,16.322
SCTW,2007,Oct,15.135
SCTW,2007,Nov,14.351
SCTW,2007,Dec,13.328
SCTW,2008,Jan,12.627
SCTW,2008,Feb,12.77
SCTW,2008,Mar,12.612
SCTW,2008,Apr,11.946
SCTW,2008,May,13.028
SCTW,2008,Jun,14.862
SCTW,2008,Jul,17.821
SCTW,2008,Aug,17.598
SCTW,2008,Sep,16.912
SCTW,2008,Oct,15.093
SCTW,2008,Nov,14.146
SCTW,2008,Dec,12.146
SCTW,2009,Jan,10.635
SCTW,2009,Feb,10.712
SCTW,2009,Mar,10.584
SCTW,2009,Apr,10.291
SCTW,2009,May,9.477
SCTW,2010,Mar,13.231
SCTW,2010,Apr,13.431
SCTW,2010,May,12.333
SCTW,2010,Jun,14.562
SCTW,2010,Jul,15.784
SCTW,2010,Aug,15.197
SCTW,2010,Sep,14.806
SCTW,2010,Oct,16.649
SCTW,2010,Nov,15.545
SCTW,2010,Dec,12.754
SCTW,2011,Jan,12.732
SCTW,2011,Feb,13.258
SCTW,2011,Mar,12.185
SCTW,2011,Apr,13.141
SCTW,2011,May,12.875
SCTW,2011,Jun,13.837
SCTW,2011,Jul,17.378
SCTW,2011,Aug,16.925
SCTW,2011,Sep,16.771
SCTW,2011,Oct,16.182
SCTW,2011,Nov,15.033
SCTW,2011,Dec,14.092
SCTW,2012,Jan,13.786
SCTW,2012,Feb,12.989
SCTW,2012,Mar,12.101
SCTW,2012,Apr,12.356
SCTW,2012,May,13.611
SCTW,2012,Jun,15.882
SCTW,2012,Jul,16.024
SCTW,2012,Aug,18.374
SCTW,2012,Sep,19.08
SCTW,2012,Oct,18.823
SCTW,2012,Nov,16.222
SCTW,2012,Dec,14.734
SCTW,2013,Jan,12.867
SCTW,2013,Feb,12.831
SCTW,2013,Mar,12.738
SCTW,2013,Apr,13.24
SCTW,2013,May,14.431
SCTW,2013,Jun,16.521
SCTW,2013,Jul,17.778
SCTW,2013,Aug,17.339
SCTW,2013,Sep,18.178
SCTW,2013,Oct,17.51
SCTW,2013,Nov,16.48
SCTW,2013,Dec,14.479
SCTW,2014,Jan,14.689
SCTW,2014,Feb,13.956
SCTW,2014,Mar,14.551
SCTW,2014,Apr,13.496
SCTW,2014,May,14.353
SCTW,2014,Jun,16.258
SCTW,2014,Jul,19.787
SCTW,2014,Aug,18.683
SCTW,2014,Sep,19.825
SCTW,2014,Oct,20.083
SCTW,2014,Nov,18.35
SCTW,2014,Dec,16.923
SCTW,2015,Jan,15.545
SCTW,2015,Feb,16
SCTW,2015,Mar,15.559
SCTW,2015,Apr,14.194
SCTW,2015,May,14.712
SCTW,2015,Jun,16.183
SCTW,2015,Jul,18.637
SCTW,2015,Aug,19.492
SCTW,2015,Sep,22.048
SCTW,2015,Oct,21.283
SCTW,2015,Nov,17.792
SCTW,2015,Dec,16.474
SCTW,2016,Jan,14.709
SCTW,2016,Feb,14.878
SCTW,2016,Mar,14.909
SCTW,2016,Apr,14.105
SCTW,2016,May,14.486
SCTW,2016,Jun,14.641
SCTW,2016,Jul,18.874
SCTW,2016,Aug,19.696
SCTW,2016,Sep,18.93
SCTW,2016,Oct,17
SCTW,2016,Nov,16.563
SCTW,2016,Dec,14.186
SCTW,2017,Jan,13.736
SCTW,2017,Feb,13.692
SCTW,2017,Mar,13.794
SCTW,2017,Apr,13.151
SCTW,2017,May,13.742
SCTW,2017,Jun,15.931
SCTW,2017,Jul,18.235
SCTW,2017,Aug,19.082
SCTW,2017,Sep,19.025
SCTW,2017,Oct,18.218
SCTW,2017,Nov,16.452
SCTW,2017,Dec,15.313
SCTW,2018,Jan,15.077
SCTW,2018,Feb,14.574
SCTW,2018,Mar,13.378
SCTW,2018,Apr,12.997
SCTW,2018,May,13.836
SCTW,2018,Jun,15.827
SCTW,2018,Jul,19.568
SCTW,2018,Aug,21.112
SCTW,2018,Sep,19.006
SCTW,2018,Oct,18.9
SCTW,2018,Nov,18.101
SCTW,2018,Dec,15.516
SCTW,2019,Jan,14.704
SCTW,2019,Feb,14.1
SCTW,2019,Mar,13.627
SCTW,2019,Apr,13.825
SCTW,2019,May,14.314
SCTW,2019,Jun,15.67
SCTW,2019,Jul,17.56
SCTW,2019,Aug,17.901
SCTW,2019,Sep,19.345
SCTW,2019,Oct,17.27
SCTW,2019,Nov,16.877
SCTW,2019,Dec,14.784
SCTW,2020,Jan,14.227
SCTW,2020,Feb,14.632
SCTW,2020,Mar,14.515
SCTW,2020,Apr,14.264
SCTW,2020,May,14.248
SCTW,2020,Jun,16.045
SCTW,2020,Jul,17.469
SCTW,2020,Aug,17.701
SCTW,2020,Sep,19.088
SCTW,2020,Oct,19.527
SCTW,2021,Apr,12.679
SCTW,2021,May,14.215
SCTW,2021,Jun,15.887
SCTW,2021,Jul,18.565
